"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"98","1",204800000,204900000,"test","X0","blood","99.9.",1,"1",223500000,223600000,"test","X0","blood","99.9.",2,"1",234900000,2.35e+08,"test","X0","blood","99.9.",3,"2",30800000,30900000,"test","X0","blood","99.9.",4,"1",180200000,180300000,"test","X0","blood","99.9.",5,"1",243100000,243200000,"test","X0","blood","99.9.",6,"1",227100000,227200000,"test","X0","blood","99.9.",7,"1",204400000,204500000,"test","X0","blood","99.9.",8,"1",234900000,2.35e+08,"test","X0","blood","99.9.",9,"1",220100000,220200000,"test","X0","blood","99.9.",10,"1",220400000,220500000,"test","X0","blood","99.9.",11,"1",192300000,192400000,"test","X0","blood","99.9.",12,"1",166700000,166800000,"test","X0","blood","99.9.",13,"1",245100000,245200000,"test","X0","blood","99.9.",14,"1",220400000,220500000,"test","X0","blood","99.9.",15,"2",43700000,43800000,"test","X0","blood","99.9.",16,"1",203700000,203800000,"test","X0","blood","99.9.",17,"2",10400000,10500000,"test","X0","blood","99.9.",18,"2",51700000,51800000,"test","X0","blood","99.9.",19,"1",172200000,172300000,"test","X0","blood","99.9.",20,"1",215300000,215400000,"test","X0","blood","99.9.",21,"1",187900000,1.88e+08,"test","X0","blood","99.9.",22,"1",189200000,189300000,"test","X0","blood","99.9.",23,"1",203600000,203700000,"test","X0","blood","99.9.",24,"1",207500000,207600000,"test","X0","blood","99.9.",25,"1",2.45e+08,245100000,"test","X0","blood","99.9.",26,"1",196800000,196900000,"test","X0","blood","99.9.",27,"1",181500000,181600000,"test","X0","blood","99.9.",28,"1",210100000,210200000,"test","X0","blood","99.9.",29,"2",54400000,54500000,"test","X0","blood","99.9.",30
"101","1",210100000,210200000,"test","X0","blood","99.9.",1,"1",225600000,225700000,"test","X0","blood","99.9.",2,"1",241900000,2.42e+08,"test","X0","blood","99.9.",3,"2",34100000,34200000,"test","X0","blood","99.9.",4,"1",181500000,181600000,"test","X0","blood","99.9.",5,"1",245100000,245200000,"test","X0","blood","99.9.",6,"1",234500000,234600000,"test","X0","blood","99.9.",7,"1",207500000,207600000,"test","X0","blood","99.9.",8,"2",43700000,43800000,"test","X0","blood","99.9.",9,"1",225600000,225700000,"test","X0","blood","99.9.",10,"1",234200000,234300000,"test","X0","blood","99.9.",11,"1",203200000,203300000,"test","X0","blood","99.9.",12,"1",167500000,167600000,"test","X0","blood","99.9.",13,"2",34100000,34200000,"test","X0","blood","99.9.",14,"1",228200000,228300000,"test","X0","blood","99.9.",15,"2",57900000,5.8e+07,"test","X0","blood","99.9.",16,"1",207500000,207600000,"test","X0","blood","99.9.",17,"2",51700000,51800000,"test","X0","blood","99.9.",18,"2",54400000,54500000,"test","X0","blood","99.9.",19,"1",177700000,177800000,"test","X0","blood","99.9.",20,"1",220400000,220500000,"test","X0","blood","99.9.",21,"1",203600000,203700000,"test","X0","blood","99.9.",22,"1",196800000,196900000,"test","X0","blood","99.9.",23,"1",207100000,207200000,"test","X0","blood","99.9.",24,"1",210100000,210200000,"test","X0","blood","99.9.",25,"2",10400000,10500000,"test","X0","blood","99.9.",26,"1",204400000,204500000,"test","X0","blood","99.9.",27,"1",203600000,203700000,"test","X0","blood","99.9.",28,"1",220400000,220500000,"test","X0","blood","99.9.",29,"2",61700000,61800000,"test","X0","blood","99.9.",30
"103","1",215300000,215400000,"test","X0","blood","99.9.",1,"1",2.45e+08,245100000,"test","X0","blood","99.9.",2,"1",243100000,243200000,"test","X0","blood","99.9.",3,"2",40500000,40600000,"test","X0","blood","99.9.",4,"1",203600000,203700000,"test","X0","blood","99.9.",5,"2",34100000,34200000,"test","X0","blood","99.9.",6,"1",243100000,243200000,"test","X0","blood","99.9.",7,"1",223500000,223600000,"test","X0","blood","99.9.",8,"2",44600000,44700000,"test","X0","blood","99.9.",9,"1",227100000,227200000,"test","X0","blood","99.9.",10,"1",243100000,243200000,"test","X0","blood","99.9.",11,"1",203600000,203700000,"test","X0","blood","99.9.",12,"1",168100000,168200000,"test","X0","blood","99.9.",13,"2",42800000,42900000,"test","X0","blood","99.9.",14,"1",234200000,234300000,"test","X0","blood","99.9.",15,"2",61700000,61800000,"test","X0","blood","99.9.",16,"1",215300000,215400000,"test","X0","blood","99.9.",17,"2",54900000,5.5e+07,"test","X0","blood","99.9.",18,"2",61700000,61800000,"test","X0","blood","99.9.",19,"1",192300000,192400000,"test","X0","blood","99.9.",20,"1",223500000,223600000,"test","X0","blood","99.9.",21,"1",207500000,207600000,"test","X0","blood","99.9.",22,"1",207100000,207200000,"test","X0","blood","99.9.",23,"1",220100000,220200000,"test","X0","blood","99.9.",24,"1",220100000,220200000,"test","X0","blood","99.9.",25,"2",30800000,30900000,"test","X0","blood","99.9.",26,"1",227100000,227200000,"test","X0","blood","99.9.",27,"1",207100000,207200000,"test","X0","blood","99.9.",28,"1",225600000,225700000,"test","X0","blood","99.9.",29,"2",64200000,64300000,"test","X0","blood","99.9.",30
"106","1",223500000,223600000,"test","X0","blood","99.9.",1,"2",40500000,40600000,"test","X0","blood","99.9.",2,"1",245100000,245200000,"test","X0","blood","99.9.",3,"2",42800000,42900000,"test","X0","blood","99.9.",4,"1",203700000,203800000,"test","X0","blood","99.9.",5,"2",53300000,53400000,"test","X0","blood","99.9.",6,"1",245100000,245200000,"test","X0","blood","99.9.",7,"1",243100000,243200000,"test","X0","blood","99.9.",8,"2",48700000,48800000,"test","X0","blood","99.9.",9,"1",228200000,228300000,"test","X0","blood","99.9.",10,"1",245100000,245200000,"test","X0","blood","99.9.",11,"1",204800000,204900000,"test","X0","blood","99.9.",12,"1",187900000,1.88e+08,"test","X0","blood","99.9.",13,"2",43700000,43800000,"test","X0","blood","99.9.",14,"1",234500000,234600000,"test","X0","blood","99.9.",15,"2",75300000,75400000,"test","X0","blood","99.9.",16,"1",223500000,223600000,"test","X0","blood","99.9.",17,"2",61700000,61800000,"test","X0","blood","99.9.",18,"2",6.8e+07,68100000,"test","X0","blood","99.9.",19,"1",204400000,204500000,"test","X0","blood","99.9.",20,"1",228200000,228300000,"test","X0","blood","99.9.",21,"1",214900000,2.15e+08,"test","X0","blood","99.9.",22,"1",215300000,215400000,"test","X0","blood","99.9.",23,"1",220400000,220500000,"test","X0","blood","99.9.",24,"1",234500000,234600000,"test","X0","blood","99.9.",25,"2",3.3e+07,33100000,"test","X0","blood","99.9.",26,"1",243100000,243200000,"test","X0","blood","99.9.",27,"1",220100000,220200000,"test","X0","blood","99.9.",28,"1",234900000,2.35e+08,"test","X0","blood","99.9.",29,"2",6.8e+07,68100000,"test","X0","blood","99.9.",30
"120","2",34100000,34200000,"test","X0","blood","99.9.",1,"2",42800000,42900000,"test","X0","blood","99.9.",2,"2",40500000,40600000,"test","X0","blood","99.9.",3,"2",44600000,44700000,"test","X0","blood","99.9.",4,"1",210100000,210200000,"test","X0","blood","99.9.",5,"2",56700000,56800000,"test","X0","blood","99.9.",6,"2",3.3e+07,33100000,"test","X0","blood","99.9.",7,"1",2.45e+08,245100000,"test","X0","blood","99.9.",8,"2",54400000,54500000,"test","X0","blood","99.9.",9,"1",234900000,2.35e+08,"test","X0","blood","99.9.",10,"2",10400000,10500000,"test","X0","blood","99.9.",11,"1",207100000,207200000,"test","X0","blood","99.9.",12,"1",204400000,204500000,"test","X0","blood","99.9.",13,"2",44600000,44700000,"test","X0","blood","99.9.",14,"1",234900000,2.35e+08,"test","X0","blood","99.9.",15,"2",89100000,89200000,"test","X0","blood","99.9.",16,"1",245100000,245200000,"test","X0","blood","99.9.",17,"2",64200000,64300000,"test","X0","blood","99.9.",18,"2",88200000,88300000,"test","X0","blood","99.9.",19,"1",204800000,204900000,"test","X0","blood","99.9.",20,"2",34100000,34200000,"test","X0","blood","99.9.",21,"1",220100000,220200000,"test","X0","blood","99.9.",22,"1",228200000,228300000,"test","X0","blood","99.9.",23,"1",228200000,228300000,"test","X0","blood","99.9.",24,"1",241900000,2.42e+08,"test","X0","blood","99.9.",25,"2",40500000,40600000,"test","X0","blood","99.9.",26,"1",2.45e+08,245100000,"test","X0","blood","99.9.",27,"1",220400000,220500000,"test","X0","blood","99.9.",28,"1",241900000,2.42e+08,"test","X0","blood","99.9.",29,"2",103900000,1.04e+08,"test","X0","blood","99.9.",30
"136","2",6.8e+07,68100000,"test","X0","blood","99.9.",1,"2",51700000,51800000,"test","X0","blood","99.9.",2,"2",57900000,5.8e+07,"test","X0","blood","99.9.",3,"2",54900000,5.5e+07,"test","X0","blood","99.9.",4,"1",220100000,220200000,"test","X0","blood","99.9.",5,"2",74900000,7.5e+07,"test","X0","blood","99.9.",6,"2",34100000,34200000,"test","X0","blood","99.9.",7,"1",245100000,245200000,"test","X0","blood","99.9.",8,"2",61700000,61800000,"test","X0","blood","99.9.",9,"1",245100000,245200000,"test","X0","blood","99.9.",10,"2",34100000,34200000,"test","X0","blood","99.9.",11,"1",210100000,210200000,"test","X0","blood","99.9.",12,"1",204800000,204900000,"test","X0","blood","99.9.",13,"2",53300000,53400000,"test","X0","blood","99.9.",14,"1",241900000,2.42e+08,"test","X0","blood","99.9.",15,"2",1.03e+08,103100000,"test","X0","blood","99.9.",16,"2",3.3e+07,33100000,"test","X0","blood","99.9.",17,"2",74900000,7.5e+07,"test","X0","blood","99.9.",18,"2",102900000,1.03e+08,"test","X0","blood","99.9.",19,"1",207500000,207600000,"test","X0","blood","99.9.",20,"2",48700000,48800000,"test","X0","blood","99.9.",21,"1",228200000,228300000,"test","X0","blood","99.9.",22,"1",234200000,234300000,"test","X0","blood","99.9.",23,"1",234200000,234300000,"test","X0","blood","99.9.",24,"1",2.45e+08,245100000,"test","X0","blood","99.9.",25,"2",43700000,43800000,"test","X0","blood","99.9.",26,"2",54400000,54500000,"test","X0","blood","99.9.",27,"1",223500000,223600000,"test","X0","blood","99.9.",28,"1",2.45e+08,245100000,"test","X0","blood","99.9.",29,"2",116600000,116700000,"test","X0","blood","99.9.",30
"137","2",74900000,7.5e+07,"test","X0","blood","99.9.",1,"2",53300000,53400000,"test","X0","blood","99.9.",2,"2",90200000,90300000,"test","X0","blood","99.9.",3,"2",56700000,56800000,"test","X0","blood","99.9.",4,"1",223500000,223600000,"test","X0","blood","99.9.",5,"2",89900000,9e+07,"test","X0","blood","99.9.",6,"2",38100000,38200000,"test","X0","blood","99.9.",7,"2",10400000,10500000,"test","X0","blood","99.9.",8,"2",64200000,64300000,"test","X0","blood","99.9.",9,"2",34100000,34200000,"test","X0","blood","99.9.",10,"2",38100000,38200000,"test","X0","blood","99.9.",11,"1",214900000,2.15e+08,"test","X0","blood","99.9.",12,"1",225600000,225700000,"test","X0","blood","99.9.",13,"2",54400000,54500000,"test","X0","blood","99.9.",14,"1",243100000,243200000,"test","X0","blood","99.9.",15,"2",103900000,1.04e+08,"test","X0","blood","99.9.",16,"2",40500000,40600000,"test","X0","blood","99.9.",17,"2",89100000,89200000,"test","X0","blood","99.9.",18,"2",116600000,116700000,"test","X0","blood","99.9.",19,"1",223500000,223600000,"test","X0","blood","99.9.",20,"2",51700000,51800000,"test","X0","blood","99.9.",21,"1",234500000,234600000,"test","X0","blood","99.9.",22,"1",241900000,2.42e+08,"test","X0","blood","99.9.",23,"2",10400000,10500000,"test","X0","blood","99.9.",24,"2",10400000,10500000,"test","X0","blood","99.9.",25,"2",61800000,61900000,"test","X0","blood","99.9.",26,"2",64200000,64300000,"test","X0","blood","99.9.",27,"1",234200000,234300000,"test","X0","blood","99.9.",28,"1",245100000,245200000,"test","X0","blood","99.9.",29,"2",125400000,125500000,"test","X0","blood","99.9.",30
"138","2",75300000,75400000,"test","X0","blood","99.9.",1,"2",61700000,61800000,"test","X0","blood","99.9.",2,"2",116600000,116700000,"test","X0","blood","99.9.",3,"2",61800000,61900000,"test","X0","blood","99.9.",4,"1",228200000,228300000,"test","X0","blood","99.9.",5,"2",125400000,125500000,"test","X0","blood","99.9.",6,"2",43700000,43800000,"test","X0","blood","99.9.",7,"2",3.3e+07,33100000,"test","X0","blood","99.9.",8,"2",88200000,88300000,"test","X0","blood","99.9.",9,"2",38100000,38200000,"test","X0","blood","99.9.",10,"2",40500000,40600000,"test","X0","blood","99.9.",11,"1",225600000,225700000,"test","X0","blood","99.9.",12,"1",227100000,227200000,"test","X0","blood","99.9.",13,"2",56700000,56800000,"test","X0","blood","99.9.",14,"2",30800000,30900000,"test","X0","blood","99.9.",15,"2",141900000,1.42e+08,"test","X0","blood","99.9.",16,"2",56700000,56800000,"test","X0","blood","99.9.",17,"2",89900000,9e+07,"test","X0","blood","99.9.",18,"2",125400000,125500000,"test","X0","blood","99.9.",19,"1",227100000,227200000,"test","X0","blood","99.9.",20,"2",54400000,54500000,"test","X0","blood","99.9.",21,"1",241900000,2.42e+08,"test","X0","blood","99.9.",22,"1",243100000,243200000,"test","X0","blood","99.9.",23,"2",40500000,40600000,"test","X0","blood","99.9.",24,"2",3.3e+07,33100000,"test","X0","blood","99.9.",25,"2",6.8e+07,68100000,"test","X0","blood","99.9.",26,"2",75300000,75400000,"test","X0","blood","99.9.",27,"1",243100000,243200000,"test","X0","blood","99.9.",28,"2",10400000,10500000,"test","X0","blood","99.9.",29,"2",141900000,1.42e+08,"test","X0","blood","99.9.",30
"142","2",89900000,9e+07,"test","X0","blood","99.9.",1,"2",6.8e+07,68100000,"test","X0","blood","99.9.",2,"2",1.25e+08,125100000,"test","X0","blood","99.9.",3,"2",64200000,64300000,"test","X0","blood","99.9.",4,"1",2.45e+08,245100000,"test","X0","blood","99.9.",5,"2",141900000,1.42e+08,"test","X0","blood","99.9.",6,"2",54900000,5.5e+07,"test","X0","blood","99.9.",7,"2",38100000,38200000,"test","X0","blood","99.9.",8,"2",90200000,90300000,"test","X0","blood","99.9.",9,"2",44600000,44700000,"test","X0","blood","99.9.",10,"2",42800000,42900000,"test","X0","blood","99.9.",11,"1",234200000,234300000,"test","X0","blood","99.9.",12,"1",234200000,234300000,"test","X0","blood","99.9.",13,"2",57900000,5.8e+07,"test","X0","blood","99.9.",14,"2",40500000,40600000,"test","X0","blood","99.9.",15,"2",199100000,199200000,"test","X0","blood","99.9.",16,"2",61700000,61800000,"test","X0","blood","99.9.",17,"2",103900000,1.04e+08,"test","X0","blood","99.9.",18,"2",144100000,144200000,"test","X0","blood","99.9.",19,"1",234500000,234600000,"test","X0","blood","99.9.",20,"2",1.03e+08,103100000,"test","X0","blood","99.9.",21,"1",2.45e+08,245100000,"test","X0","blood","99.9.",22,"2",10400000,10500000,"test","X0","blood","99.9.",23,"2",44600000,44700000,"test","X0","blood","99.9.",24,"2",34100000,34200000,"test","X0","blood","99.9.",25,"2",75300000,75400000,"test","X0","blood","99.9.",26,"2",102900000,1.03e+08,"test","X0","blood","99.9.",27,"2",38100000,38200000,"test","X0","blood","99.9.",28,"2",30800000,30900000,"test","X0","blood","99.9.",29,"2",144100000,144200000,"test","X0","blood","99.9.",30
"143","2",90200000,90300000,"test","X0","blood","99.9.",1,"2",111800000,111900000,"test","X0","blood","99.9.",2,"2",183900000,1.84e+08,"test","X0","blood","99.9.",3,"2",6.8e+07,68100000,"test","X0","blood","99.9.",4,"2",43700000,43800000,"test","X0","blood","99.9.",5,"2",203800000,203900000,"test","X0","blood","99.9.",6,"2",56700000,56800000,"test","X0","blood","99.9.",7,"2",44600000,44700000,"test","X0","blood","99.9.",8,"2",102900000,1.03e+08,"test","X0","blood","99.9.",9,"2",53300000,53400000,"test","X0","blood","99.9.",10,"2",43700000,43800000,"test","X0","blood","99.9.",11,"1",241900000,2.42e+08,"test","X0","blood","99.9.",12,"2",10400000,10500000,"test","X0","blood","99.9.",13,"2",6.8e+07,68100000,"test","X0","blood","99.9.",14,"2",44600000,44700000,"test","X0","blood","99.9.",15,"2",214600000,214700000,"test","X0","blood","99.9.",16,"2",74900000,7.5e+07,"test","X0","blood","99.9.",17,"2",111800000,111900000,"test","X0","blood","99.9.",18,"2",1.47e+08,147100000,"test","X0","blood","99.9.",19,"1",245100000,245200000,"test","X0","blood","99.9.",20,"2",103900000,1.04e+08,"test","X0","blood","99.9.",21,"1",245100000,245200000,"test","X0","blood","99.9.",22,"2",30800000,30900000,"test","X0","blood","99.9.",23,"2",51700000,51800000,"test","X0","blood","99.9.",24,"2",44600000,44700000,"test","X0","blood","99.9.",25,"2",88200000,88300000,"test","X0","blood","99.9.",26,"2",1.25e+08,125100000,"test","X0","blood","99.9.",27,"2",42800000,42900000,"test","X0","blood","99.9.",28,"2",42800000,42900000,"test","X0","blood","99.9.",29,"2",185400000,185500000,"test","X0","blood","99.9.",30
"145","2",1.03e+08,103100000,"test","X0","blood","99.9.",1,"2",141900000,1.42e+08,"test","X0","blood","99.9.",2,"2",185400000,185500000,"test","X0","blood","99.9.",3,"2",74900000,7.5e+07,"test","X0","blood","99.9.",4,"2",56700000,56800000,"test","X0","blood","99.9.",5,"2",214600000,214700000,"test","X0","blood","99.9.",6,"2",61700000,61800000,"test","X0","blood","99.9.",7,"2",61800000,61900000,"test","X0","blood","99.9.",8,"2",1.03e+08,103100000,"test","X0","blood","99.9.",9,"2",54900000,5.5e+07,"test","X0","blood","99.9.",10,"2",51700000,51800000,"test","X0","blood","99.9.",11,"1",243100000,243200000,"test","X0","blood","99.9.",12,"2",34100000,34200000,"test","X0","blood","99.9.",13,"2",90200000,90300000,"test","X0","blood","99.9.",14,"2",51700000,51800000,"test","X0","blood","99.9.",15,"2",238200000,238300000,"test","X0","blood","99.9.",16,"2",87500000,87600000,"test","X0","blood","99.9.",17,"2",141900000,1.42e+08,"test","X0","blood","99.9.",18,"2",222900000,2.23e+08,"test","X0","blood","99.9.",19,"2",40500000,40600000,"test","X0","blood","99.9.",20,"2",125400000,125500000,"test","X0","blood","99.9.",21,"2",40500000,40600000,"test","X0","blood","99.9.",22,"2",34100000,34200000,"test","X0","blood","99.9.",23,"2",53300000,53400000,"test","X0","blood","99.9.",24,"2",51700000,51800000,"test","X0","blood","99.9.",25,"2",141900000,1.42e+08,"test","X0","blood","99.9.",26,"2",1.49e+08,149100000,"test","X0","blood","99.9.",27,"2",51700000,51800000,"test","X0","blood","99.9.",28,"2",43700000,43800000,"test","X0","blood","99.9.",29,"2",232400000,232500000,"test","X0","blood","99.9.",30
"147","2",111800000,111900000,"test","X0","blood","99.9.",1,"2",216900000,2.17e+08,"test","X0","blood","99.9.",2,"2",203800000,203900000,"test","X0","blood","99.9.",3,"2",90200000,90300000,"test","X0","blood","99.9.",4,"2",6.8e+07,68100000,"test","X0","blood","99.9.",5,"2",216900000,2.17e+08,"test","X0","blood","99.9.",6,"2",74900000,7.5e+07,"test","X0","blood","99.9.",7,"2",74900000,7.5e+07,"test","X0","blood","99.9.",8,"2",111900000,1.12e+08,"test","X0","blood","99.9.",9,"2",56700000,56800000,"test","X0","blood","99.9.",10,"2",53300000,53400000,"test","X0","blood","99.9.",11,"1",245100000,245200000,"test","X0","blood","99.9.",12,"2",40500000,40600000,"test","X0","blood","99.9.",13,"2",102900000,1.03e+08,"test","X0","blood","99.9.",14,"2",53300000,53400000,"test","X0","blood","99.9.",15,"3",2300000,2400000,"test","X0","blood","99.9.",16,"2",116600000,116700000,"test","X0","blood","99.9.",17,"2",185400000,185500000,"test","X0","blood","99.9.",18,"2",224800000,224900000,"test","X0","blood","99.9.",19,"2",43700000,43800000,"test","X0","blood","99.9.",20,"2",141900000,1.42e+08,"test","X0","blood","99.9.",21,"2",43700000,43800000,"test","X0","blood","99.9.",22,"2",42800000,42900000,"test","X0","blood","99.9.",23,"2",61700000,61800000,"test","X0","blood","99.9.",24,"2",54400000,54500000,"test","X0","blood","99.9.",25,"2",144100000,144200000,"test","X0","blood","99.9.",26,"2",185400000,185500000,"test","X0","blood","99.9.",27,"2",54400000,54500000,"test","X0","blood","99.9.",28,"2",54900000,5.5e+07,"test","X0","blood","99.9.",29,"3",8e+05,9e+05,"test","X0","blood","99.9.",30
"149","2",116600000,116700000,"test","X0","blood","99.9.",1,"2",232400000,232500000,"test","X0","blood","99.9.",2,"2",208900000,2.09e+08,"test","X0","blood","99.9.",3,"2",111800000,111900000,"test","X0","blood","99.9.",4,"2",88200000,88300000,"test","X0","blood","99.9.",5,"2",225700000,225800000,"test","X0","blood","99.9.",6,"2",90200000,90300000,"test","X0","blood","99.9.",7,"2",75300000,75400000,"test","X0","blood","99.9.",8,"2",141900000,1.42e+08,"test","X0","blood","99.9.",9,"2",57900000,5.8e+07,"test","X0","blood","99.9.",10,"2",56700000,56800000,"test","X0","blood","99.9.",11,"2",10400000,10500000,"test","X0","blood","99.9.",12,"2",61700000,61800000,"test","X0","blood","99.9.",13,"2",111800000,111900000,"test","X0","blood","99.9.",14,"2",54900000,5.5e+07,"test","X0","blood","99.9.",15,"3",5100000,5200000,"test","X0","blood","99.9.",16,"2",141900000,1.42e+08,"test","X0","blood","99.9.",17,"2",203800000,203900000,"test","X0","blood","99.9.",18,"2",226200000,226300000,"test","X0","blood","99.9.",19,"2",75300000,75400000,"test","X0","blood","99.9.",20,"2",203800000,203900000,"test","X0","blood","99.9.",21,"2",48700000,48800000,"test","X0","blood","99.9.",22,"2",44600000,44700000,"test","X0","blood","99.9.",23,"2",64200000,64300000,"test","X0","blood","99.9.",24,"2",61700000,61800000,"test","X0","blood","99.9.",25,"2",208900000,2.09e+08,"test","X0","blood","99.9.",26,"2",2.01e+08,201100000,"test","X0","blood","99.9.",27,"2",56700000,56800000,"test","X0","blood","99.9.",28,"2",57900000,5.8e+07,"test","X0","blood","99.9.",29,"3",2300000,2400000,"test","X0","blood","99.9.",30
