"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"1109","22",3.6e+07,36100000,"test","X0","bone","99.",1,"22",44200000,44300000,"test","X0","bone","99.",2,"22",30200000,30300000,"test","X0","bone","99.",3,"22",44500000,44600000,"test","X0","bone","99.",4,"22",31500000,31600000,"test","X0","bone","99.",5,"22",31500000,31600000,"test","X0","bone","99.",6,"22",45300000,45400000,"test","X0","bone","99.",7,"22",44200000,44300000,"test","X0","bone","99.",8,"22",44200000,44300000,"test","X0","bone","99.",9,"22",45300000,45400000,"test","X0","bone","99.",10,"22",35600000,35700000,"test","X0","bone","99.",11,"22",44500000,44600000,"test","X0","bone","99.",12,"22",32100000,32200000,"test","X0","bone","99.",13,"22",36900000,3.7e+07,"test","X0","bone","99.",14,"22",38800000,38900000,"test","X0","bone","99.",15,"22",44700000,44800000,"test","X0","bone","99.",16,"22",29100000,29200000,"test","X0","bone","99.",17,"22",3e+07,30100000,"test","X0","bone","99.",18,"22",31500000,31600000,"test","X0","bone","99.",19,"X",3.3e+07,33100000,"test","X0","bone","99.",20,"22",30200000,30300000,"test","X0","bone","99.",21,"X",22700000,22800000,"test","X0","bone","99.",22,"22",35600000,35700000,"test","X0","bone","99.",23,"22",28800000,28900000,"test","X0","bone","99.",24,"22",38800000,38900000,"test","X0","bone","99.",25,"22",3.6e+07,36100000,"test","X0","bone","99.",26,"22",46400000,46500000,"test","X0","bone","99.",27,"22",3e+07,30100000,"test","X0","bone","99.",28,"22",44700000,44800000,"test","X0","bone","99.",29,"22",29900000,3e+07,"test","X0","bone","99.",30
"1118","22",46400000,46500000,"test","X0","bone","99.",1,"22",44700000,44800000,"test","X0","bone","99.",2,"22",38800000,38900000,"test","X0","bone","99.",3,"22",44700000,44800000,"test","X0","bone","99.",4,"22",35600000,35700000,"test","X0","bone","99.",5,"22",32100000,32200000,"test","X0","bone","99.",6,"22",50900000,5.1e+07,"test","X0","bone","99.",7,"22",46400000,46500000,"test","X0","bone","99.",8,"22",46400000,46500000,"test","X0","bone","99.",9,"22",46400000,46500000,"test","X0","bone","99.",10,"22",3.6e+07,36100000,"test","X0","bone","99.",11,"X",22700000,22800000,"test","X0","bone","99.",12,"22",32400000,32500000,"test","X0","bone","99.",13,"22",38900000,3.9e+07,"test","X0","bone","99.",14,"22",44500000,44600000,"test","X0","bone","99.",15,"22",46400000,46500000,"test","X0","bone","99.",16,"22",32400000,32500000,"test","X0","bone","99.",17,"22",30100000,30200000,"test","X0","bone","99.",18,"22",32100000,32200000,"test","X0","bone","99.",19,"X",4.3e+07,43100000,"test","X0","bone","99.",20,"22",32100000,32200000,"test","X0","bone","99.",21,"X",32500000,32600000,"test","X0","bone","99.",22,"22",36900000,3.7e+07,"test","X0","bone","99.",23,"22",29100000,29200000,"test","X0","bone","99.",24,"22",46400000,46500000,"test","X0","bone","99.",25,"22",44700000,44800000,"test","X0","bone","99.",26,"22",47700000,47800000,"test","X0","bone","99.",27,"22",35600000,35700000,"test","X0","bone","99.",28,"X",42300000,42400000,"test","X0","bone","99.",29,"22",32400000,32500000,"test","X0","bone","99.",30
"1119","22",47700000,47800000,"test","X0","bone","99.",1,"22",45300000,45400000,"test","X0","bone","99.",2,"22",38900000,3.9e+07,"test","X0","bone","99.",3,"X",22700000,22800000,"test","X0","bone","99.",4,"22",38800000,38900000,"test","X0","bone","99.",5,"22",3.7e+07,37100000,"test","X0","bone","99.",6,"X",4.3e+07,43100000,"test","X0","bone","99.",7,"X",22700000,22800000,"test","X0","bone","99.",8,"22",50900000,5.1e+07,"test","X0","bone","99.",9,"22",47700000,47800000,"test","X0","bone","99.",10,"22",38900000,3.9e+07,"test","X0","bone","99.",11,"X",3.3e+07,33100000,"test","X0","bone","99.",12,"22",36900000,3.7e+07,"test","X0","bone","99.",13,"22",46400000,46500000,"test","X0","bone","99.",14,"X",3.3e+07,33100000,"test","X0","bone","99.",15,"X",22700000,22800000,"test","X0","bone","99.",16,"22",32800000,32900000,"test","X0","bone","99.",17,"22",30200000,30300000,"test","X0","bone","99.",18,"22",3.7e+07,37100000,"test","X0","bone","99.",19,"X",46100000,46200000,"test","X0","bone","99.",20,"22",32300000,32400000,"test","X0","bone","99.",21,"X",42300000,42400000,"test","X0","bone","99.",22,"22",38800000,38900000,"test","X0","bone","99.",23,"22",32300000,32400000,"test","X0","bone","99.",24,"X",22700000,22800000,"test","X0","bone","99.",25,"22",45300000,45400000,"test","X0","bone","99.",26,"X",32500000,32600000,"test","X0","bone","99.",27,"22",47700000,47800000,"test","X0","bone","99.",28,"X",50900000,5.1e+07,"test","X0","bone","99.",29,"22",36900000,3.7e+07,"test","X0","bone","99.",30
"1129","X",32500000,32600000,"test","X0","bone","99.",1,"X",22700000,22800000,"test","X0","bone","99.",2,"22",45300000,45400000,"test","X0","bone","99.",3,"X",42300000,42400000,"test","X0","bone","99.",4,"22",50900000,5.1e+07,"test","X0","bone","99.",5,"22",44700000,44800000,"test","X0","bone","99.",6,"X",46100000,46200000,"test","X0","bone","99.",7,"X",4.3e+07,43100000,"test","X0","bone","99.",8,"X",4.3e+07,43100000,"test","X0","bone","99.",9,"22",50900000,5.1e+07,"test","X0","bone","99.",10,"22",45300000,45400000,"test","X0","bone","99.",11,"X",51600000,51700000,"test","X0","bone","99.",12,"22",38900000,3.9e+07,"test","X0","bone","99.",13,"22",47700000,47800000,"test","X0","bone","99.",14,"X",42300000,42400000,"test","X0","bone","99.",15,"X",42300000,42400000,"test","X0","bone","99.",16,"22",35600000,35700000,"test","X0","bone","99.",17,"22",3.7e+07,37100000,"test","X0","bone","99.",18,"X",4.3e+07,43100000,"test","X0","bone","99.",19,"X",49600000,49700000,"test","X0","bone","99.",20,"22",3.6e+07,36100000,"test","X0","bone","99.",21,"X",46100000,46200000,"test","X0","bone","99.",22,"22",44500000,44600000,"test","X0","bone","99.",23,"22",38800000,38900000,"test","X0","bone","99.",24,"X",32500000,32600000,"test","X0","bone","99.",25,"22",46400000,46500000,"test","X0","bone","99.",26,"X",4.3e+07,43100000,"test","X0","bone","99.",27,"X",22700000,22800000,"test","X0","bone","99.",28,"X",70800000,70900000,"test","X0","bone","99.",29,"22",45300000,45400000,"test","X0","bone","99.",30
"1132","X",4.3e+07,43100000,"test","X0","bone","99.",1,"X",3.3e+07,33100000,"test","X0","bone","99.",2,"22",50900000,5.1e+07,"test","X0","bone","99.",3,"X",4.3e+07,43100000,"test","X0","bone","99.",4,"X",42300000,42400000,"test","X0","bone","99.",5,"X",32500000,32600000,"test","X0","bone","99.",6,"X",50900000,5.1e+07,"test","X0","bone","99.",7,"X",46100000,46200000,"test","X0","bone","99.",8,"X",50900000,5.1e+07,"test","X0","bone","99.",9,"X",32500000,32600000,"test","X0","bone","99.",10,"X",32500000,32600000,"test","X0","bone","99.",11,"X",70800000,70900000,"test","X0","bone","99.",12,"22",44500000,44600000,"test","X0","bone","99.",13,"22",50900000,5.1e+07,"test","X0","bone","99.",14,"X",50900000,5.1e+07,"test","X0","bone","99.",15,"X",4.3e+07,43100000,"test","X0","bone","99.",16,"22",3.7e+07,37100000,"test","X0","bone","99.",17,"22",38900000,3.9e+07,"test","X0","bone","99.",18,"X",51600000,51700000,"test","X0","bone","99.",19,"X",70800000,70900000,"test","X0","bone","99.",20,"22",44200000,44300000,"test","X0","bone","99.",21,"X",49600000,49700000,"test","X0","bone","99.",22,"22",45300000,45400000,"test","X0","bone","99.",23,"X",32500000,32600000,"test","X0","bone","99.",24,"X",3.3e+07,33100000,"test","X0","bone","99.",25,"X",3.3e+07,33100000,"test","X0","bone","99.",26,"X",49600000,49700000,"test","X0","bone","99.",27,"X",32500000,32600000,"test","X0","bone","99.",28,"X",1.14e+08,114100000,"test","X0","bone","99.",29,"X",4.3e+07,43100000,"test","X0","bone","99.",30
"1145","X",78500000,78600000,"test","X0","bone","99.",1,"X",57400000,57500000,"test","X0","bone","99.",2,"X",3.3e+07,33100000,"test","X0","bone","99.",3,"X",46100000,46200000,"test","X0","bone","99.",4,"X",46100000,46200000,"test","X0","bone","99.",5,"X",50900000,5.1e+07,"test","X0","bone","99.",6,"X",51600000,51700000,"test","X0","bone","99.",7,"X",50900000,5.1e+07,"test","X0","bone","99.",8,"X",78500000,78600000,"test","X0","bone","99.",9,"X",70800000,70900000,"test","X0","bone","99.",10,"X",46100000,46200000,"test","X0","bone","99.",11,"X",77900000,7.8e+07,"test","X0","bone","99.",12,"X",32500000,32600000,"test","X0","bone","99.",13,"X",46100000,46200000,"test","X0","bone","99.",14,"X",51600000,51700000,"test","X0","bone","99.",15,"X",46100000,46200000,"test","X0","bone","99.",16,"22",44500000,44600000,"test","X0","bone","99.",17,"22",44200000,44300000,"test","X0","bone","99.",18,"X",77900000,7.8e+07,"test","X0","bone","99.",19,"X",77900000,7.8e+07,"test","X0","bone","99.",20,"X",50900000,5.1e+07,"test","X0","bone","99.",21,"X",50900000,5.1e+07,"test","X0","bone","99.",22,"X",46100000,46200000,"test","X0","bone","99.",23,"X",46100000,46200000,"test","X0","bone","99.",24,"X",46100000,46200000,"test","X0","bone","99.",25,"X",46100000,46200000,"test","X0","bone","99.",26,"X",57400000,57500000,"test","X0","bone","99.",27,"X",51600000,51700000,"test","X0","bone","99.",28,"X",121300000,121400000,"test","X0","bone","99.",29,"X",49600000,49700000,"test","X0","bone","99.",30
"1147","X",84900000,8.5e+07,"test","X0","bone","99.",1,"X",84900000,8.5e+07,"test","X0","bone","99.",2,"X",49600000,49700000,"test","X0","bone","99.",3,"X",50900000,5.1e+07,"test","X0","bone","99.",4,"X",51600000,51700000,"test","X0","bone","99.",5,"X",57400000,57500000,"test","X0","bone","99.",6,"X",1.14e+08,114100000,"test","X0","bone","99.",7,"X",57400000,57500000,"test","X0","bone","99.",8,"X",1.14e+08,114100000,"test","X0","bone","99.",9,"X",77900000,7.8e+07,"test","X0","bone","99.",10,"X",50900000,5.1e+07,"test","X0","bone","99.",11,"X",84900000,8.5e+07,"test","X0","bone","99.",12,"X",50900000,5.1e+07,"test","X0","bone","99.",13,"X",50900000,5.1e+07,"test","X0","bone","99.",14,"X",70800000,70900000,"test","X0","bone","99.",15,"X",84900000,8.5e+07,"test","X0","bone","99.",16,"22",44700000,44800000,"test","X0","bone","99.",17,"22",47700000,47800000,"test","X0","bone","99.",18,"X",78500000,78600000,"test","X0","bone","99.",19,"X",78500000,78600000,"test","X0","bone","99.",20,"X",78500000,78600000,"test","X0","bone","99.",21,"X",77900000,7.8e+07,"test","X0","bone","99.",22,"X",51600000,51700000,"test","X0","bone","99.",23,"X",57400000,57500000,"test","X0","bone","99.",24,"X",50900000,5.1e+07,"test","X0","bone","99.",25,"X",50900000,5.1e+07,"test","X0","bone","99.",26,"X",70800000,70900000,"test","X0","bone","99.",27,"X",57400000,57500000,"test","X0","bone","99.",28,"X",123200000,123300000,"test","X0","bone","99.",29,"X",51600000,51700000,"test","X0","bone","99.",30
"1149","X",1.14e+08,114100000,"test","X0","bone","99.",1,"X",121300000,121400000,"test","X0","bone","99.",2,"X",50900000,5.1e+07,"test","X0","bone","99.",3,"X",84900000,8.5e+07,"test","X0","bone","99.",4,"X",78500000,78600000,"test","X0","bone","99.",5,"X",70800000,70900000,"test","X0","bone","99.",6,"X",115800000,115900000,"test","X0","bone","99.",7,"X",78500000,78600000,"test","X0","bone","99.",8,"X",121300000,121400000,"test","X0","bone","99.",9,"X",84900000,8.5e+07,"test","X0","bone","99.",10,"X",57400000,57500000,"test","X0","bone","99.",11,"X",123200000,123300000,"test","X0","bone","99.",12,"X",57400000,57500000,"test","X0","bone","99.",13,"X",51600000,51700000,"test","X0","bone","99.",14,"X",77900000,7.8e+07,"test","X0","bone","99.",15,"X",1.14e+08,114100000,"test","X0","bone","99.",16,"22",47700000,47800000,"test","X0","bone","99.",17,"X",32500000,32600000,"test","X0","bone","99.",18,"X",121300000,121400000,"test","X0","bone","99.",19,"X",1.14e+08,114100000,"test","X0","bone","99.",20,"X",128600000,128700000,"test","X0","bone","99.",21,"X",1.14e+08,114100000,"test","X0","bone","99.",22,"X",57400000,57500000,"test","X0","bone","99.",23,"X",77900000,7.8e+07,"test","X0","bone","99.",24,"X",51600000,51700000,"test","X0","bone","99.",25,"X",70800000,70900000,"test","X0","bone","99.",26,"X",78500000,78600000,"test","X0","bone","99.",27,"X",70800000,70900000,"test","X0","bone","99.",28,"X",128600000,128700000,"test","X0","bone","99.",29,"X",115800000,115900000,"test","X0","bone","99.",30
"1154","X",128600000,128700000,"test","X0","bone","99.",1,"X",123200000,123300000,"test","X0","bone","99.",2,"X",51600000,51700000,"test","X0","bone","99.",3,"X",115800000,115900000,"test","X0","bone","99.",4,"X",123200000,123300000,"test","X0","bone","99.",5,"X",1.14e+08,114100000,"test","X0","bone","99.",6,"X",1.36e+08,136100000,"test","X0","bone","99.",7,"X",115800000,115900000,"test","X0","bone","99.",8,"X",128600000,128700000,"test","X0","bone","99.",9,"X",121300000,121400000,"test","X0","bone","99.",10,"X",77900000,7.8e+07,"test","X0","bone","99.",11,"X",138800000,138900000,"test","X0","bone","99.",12,"X",78500000,78600000,"test","X0","bone","99.",13,"X",77900000,7.8e+07,"test","X0","bone","99.",14,"X",78500000,78600000,"test","X0","bone","99.",15,"X",1.36e+08,136100000,"test","X0","bone","99.",16,"X",42300000,42400000,"test","X0","bone","99.",17,"X",3.3e+07,33100000,"test","X0","bone","99.",18,"X",138800000,138900000,"test","X0","bone","99.",19,"X",123200000,123300000,"test","X0","bone","99.",20,"X",1.36e+08,136100000,"test","X0","bone","99.",21,"X",123200000,123300000,"test","X0","bone","99.",22,"X",78500000,78600000,"test","X0","bone","99.",23,"X",1.14e+08,114100000,"test","X0","bone","99.",24,"X",57400000,57500000,"test","X0","bone","99.",25,"X",77900000,7.8e+07,"test","X0","bone","99.",26,"X",1.14e+08,114100000,"test","X0","bone","99.",27,"X",84900000,8.5e+07,"test","X0","bone","99.",28,"X",1.36e+08,136100000,"test","X0","bone","99.",29,"X",138800000,138900000,"test","X0","bone","99.",30
"1158","X",147200000,147300000,"test","X0","bone","99.",1,"X",147200000,147300000,"test","X0","bone","99.",2,"X",147200000,147300000,"test","X0","bone","99.",3,"X",1.36e+08,136100000,"test","X0","bone","99.",4,"X",1.36e+08,136100000,"test","X0","bone","99.",5,"X",123200000,123300000,"test","X0","bone","99.",6,"X",147200000,147300000,"test","X0","bone","99.",7,"X",1.36e+08,136100000,"test","X0","bone","99.",8,"X",1.36e+08,136100000,"test","X0","bone","99.",9,"X",128600000,128700000,"test","X0","bone","99.",10,"X",1.14e+08,114100000,"test","X0","bone","99.",11,"X",147200000,147300000,"test","X0","bone","99.",12,"X",121300000,121400000,"test","X0","bone","99.",13,"X",121300000,121400000,"test","X0","bone","99.",14,"X",138800000,138900000,"test","X0","bone","99.",15,"X",147200000,147300000,"test","X0","bone","99.",16,"X",51600000,51700000,"test","X0","bone","99.",17,"X",46100000,46200000,"test","X0","bone","99.",18,"X",147200000,147300000,"test","X0","bone","99.",19,"X",1.36e+08,136100000,"test","X0","bone","99.",20,"X",147200000,147300000,"test","X0","bone","99.",21,"X",1.36e+08,136100000,"test","X0","bone","99.",22,"X",147200000,147300000,"test","X0","bone","99.",23,"X",147200000,147300000,"test","X0","bone","99.",24,"X",123200000,123300000,"test","X0","bone","99.",25,"X",84900000,8.5e+07,"test","X0","bone","99.",26,"X",128600000,128700000,"test","X0","bone","99.",27,"X",138800000,138900000,"test","X0","bone","99.",28,"X",147200000,147300000,"test","X0","bone","99.",29,"X",147200000,147300000,"test","X0","bone","99.",30
"30","1",55300000,55400000,"test","X1","bone","99.",1,"1",145400000,145500000,"test","X1","bone","99.",2,"1",1.1e+07,11100000,"test","X1","bone","99.",3,"1",55300000,55400000,"test","X1","bone","99.",4,"1",243100000,243200000,"test","X1","bone","99.",5,"1",46200000,46300000,"test","X1","bone","99.",6,"1",145400000,145500000,"test","X1","bone","99.",7,"1",1.1e+07,11100000,"test","X1","bone","99.",8,"1",145400000,145500000,"test","X1","bone","99.",9,"1",1.1e+07,11100000,"test","X1","bone","99.",10,"1",46200000,46300000,"test","X1","bone","99.",11,"1",169100000,169200000,"test","X1","bone","99.",12,"1",55300000,55400000,"test","X1","bone","99.",13,"2",2.2e+08,220100000,"test","X1","bone","99.",14,"1",1.1e+07,11100000,"test","X1","bone","99.",15,"1",55300000,55400000,"test","X1","bone","99.",16,"1",243100000,243200000,"test","X1","bone","99.",17,"1",55300000,55400000,"test","X1","bone","99.",18,"1",1.1e+07,11100000,"test","X1","bone","99.",19,"1",145400000,145500000,"test","X1","bone","99.",20,"1",46200000,46300000,"test","X1","bone","99.",21,"1",55300000,55400000,"test","X1","bone","99.",22,"1",46200000,46300000,"test","X1","bone","99.",23,"1",46200000,46300000,"test","X1","bone","99.",24,"1",1.1e+07,11100000,"test","X1","bone","99.",25,"1",1.1e+07,11100000,"test","X1","bone","99.",26,"1",1.1e+07,11100000,"test","X1","bone","99.",27,"1",1.1e+07,11100000,"test","X1","bone","99.",28,"1",1.1e+07,11100000,"test","X1","bone","99.",29,"1",46200000,46300000,"test","X1","bone","99.",30
"51","1",145400000,145500000,"test","X1","bone","99.",1,"1",169100000,169200000,"test","X1","bone","99.",2,"1",169100000,169200000,"test","X1","bone","99.",3,"1",191800000,191900000,"test","X1","bone","99.",4,"3",17400000,17500000,"test","X1","bone","99.",5,"3",72400000,72500000,"test","X1","bone","99.",6,"1",169100000,169200000,"test","X1","bone","99.",7,"2",2.2e+08,220100000,"test","X1","bone","99.",8,"1",191800000,191900000,"test","X1","bone","99.",9,"1",46200000,46300000,"test","X1","bone","99.",10,"3",2300000,2400000,"test","X1","bone","99.",11,"2",2.2e+08,220100000,"test","X1","bone","99.",12,"1",145400000,145500000,"test","X1","bone","99.",13,"3",2300000,2400000,"test","X1","bone","99.",14,"1",145400000,145500000,"test","X1","bone","99.",15,"2",2.2e+08,220100000,"test","X1","bone","99.",16,"3",79200000,79300000,"test","X1","bone","99.",17,"1",191800000,191900000,"test","X1","bone","99.",18,"1",46200000,46300000,"test","X1","bone","99.",19,"1",243100000,243200000,"test","X1","bone","99.",20,"1",191800000,191900000,"test","X1","bone","99.",21,"1",169100000,169200000,"test","X1","bone","99.",22,"1",169100000,169200000,"test","X1","bone","99.",23,"1",145400000,145500000,"test","X1","bone","99.",24,"1",191800000,191900000,"test","X1","bone","99.",25,"1",145400000,145500000,"test","X1","bone","99.",26,"1",55300000,55400000,"test","X1","bone","99.",27,"1",145400000,145500000,"test","X1","bone","99.",28,"1",243100000,243200000,"test","X1","bone","99.",29,"1",55300000,55400000,"test","X1","bone","99.",30
"64","1",191800000,191900000,"test","X1","bone","99.",1,"3",1.16e+08,116100000,"test","X1","bone","99.",2,"3",17400000,17500000,"test","X1","bone","99.",3,"1",243100000,243200000,"test","X1","bone","99.",4,"3",72400000,72500000,"test","X1","bone","99.",5,"3",87400000,87500000,"test","X1","bone","99.",6,"1",243100000,243200000,"test","X1","bone","99.",7,"3",72400000,72500000,"test","X1","bone","99.",8,"2",114100000,114200000,"test","X1","bone","99.",9,"1",55300000,55400000,"test","X1","bone","99.",10,"3",55300000,55400000,"test","X1","bone","99.",11,"3",110300000,110400000,"test","X1","bone","99.",12,"3",2300000,2400000,"test","X1","bone","99.",13,"3",17400000,17500000,"test","X1","bone","99.",14,"1",169100000,169200000,"test","X1","bone","99.",15,"3",2300000,2400000,"test","X1","bone","99.",16,"3",88400000,88500000,"test","X1","bone","99.",17,"3",17400000,17500000,"test","X1","bone","99.",18,"3",4.5e+07,45100000,"test","X1","bone","99.",19,"3",17400000,17500000,"test","X1","bone","99.",20,"1",243100000,243200000,"test","X1","bone","99.",21,"1",243100000,243200000,"test","X1","bone","99.",22,"1",243100000,243200000,"test","X1","bone","99.",23,"1",169100000,169200000,"test","X1","bone","99.",24,"3",2300000,2400000,"test","X1","bone","99.",25,"1",243100000,243200000,"test","X1","bone","99.",26,"1",243100000,243200000,"test","X1","bone","99.",27,"3",2300000,2400000,"test","X1","bone","99.",28,"2",114100000,114200000,"test","X1","bone","99.",29,"1",145400000,145500000,"test","X1","bone","99.",30
"81","1",243100000,243200000,"test","X1","bone","99.",1,"3",120500000,120600000,"test","X1","bone","99.",2,"3",88400000,88500000,"test","X1","bone","99.",3,"3",79200000,79300000,"test","X1","bone","99.",4,"3",110300000,110400000,"test","X1","bone","99.",5,"3",1.16e+08,116100000,"test","X1","bone","99.",6,"3",4.5e+07,45100000,"test","X1","bone","99.",7,"3",79200000,79300000,"test","X1","bone","99.",8,"3",2300000,2400000,"test","X1","bone","99.",9,"1",169100000,169200000,"test","X1","bone","99.",10,"3",87400000,87500000,"test","X1","bone","99.",11,"3",1.16e+08,116100000,"test","X1","bone","99.",12,"3",116800000,116900000,"test","X1","bone","99.",13,"3",4.5e+07,45100000,"test","X1","bone","99.",14,"2",2.2e+08,220100000,"test","X1","bone","99.",15,"3",72400000,72500000,"test","X1","bone","99.",16,"3",110300000,110400000,"test","X1","bone","99.",17,"3",72400000,72500000,"test","X1","bone","99.",18,"3",72400000,72500000,"test","X1","bone","99.",19,"3",79200000,79300000,"test","X1","bone","99.",20,"2",2.2e+08,220100000,"test","X1","bone","99.",21,"3",17400000,17500000,"test","X1","bone","99.",22,"3",17400000,17500000,"test","X1","bone","99.",23,"3",79200000,79300000,"test","X1","bone","99.",24,"3",55300000,55400000,"test","X1","bone","99.",25,"2",114100000,114200000,"test","X1","bone","99.",26,"2",114100000,114200000,"test","X1","bone","99.",27,"3",4.5e+07,45100000,"test","X1","bone","99.",28,"2",2.2e+08,220100000,"test","X1","bone","99.",29,"1",169100000,169200000,"test","X1","bone","99.",30
